land_parcel_id,mrt_station,distance_m
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,nicoll highway mrt station,3390.71
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,newton mrt station,4089.51
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,napier mrt station,4440.63
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,maxwell mrt station,514.69
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,marina south pier mrt station,2070.89
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,marina south mrt station,2129.76
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,marina bay mrt station,1126.44
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,little india mrt station,3462.73
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,lavender mrt station,4029.94
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,labrador park mrt station,4675.61
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,keppel mrt station,1746.3
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,kallang mrt station,4943.01
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,jalan besar mrt station,3451.15
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,havelock mrt station,1846.25
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,harbourfront mrt station,2807.53
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,great world mrt station,2325.93
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,gardens by the bay mrt station,2572.01
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,fort canning mrt station,1831.54
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,farrer park mrt station,4103.21
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,esplanade mrt station,2288.71
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,downtown mrt station,1008.35
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,dhoby ghaut mrt station,2525.76
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,clarke quay mrt station,1397.74
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,city hall mrt station,2086.59
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,chinatown mrt station,921.32
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,cantonment mrt station,892.17
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,bugis mrt station,2944.69
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,bras basah mrt station,2415.85
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,bendemeer mrt station,4654.39
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,bencoolen mrt station,2625.76
fb454967b25d7467d05f95a8978b2648164866118c2754bfbc66cbf3c8f3fe79,bayfront mrt station,1752.64
faf52a52bd132b7db1e8957c093df7f7928a82d7e531b9e944e660d0f3406cb6,tampines west mrt station,3969.06
faf52a52bd132b7db1e8957c093df7f7928a82d7e531b9e944e660d0f3406cb6,tampines mrt station,3423.73
faf52a52bd132b7db1e8957c093df7f7928a82d7e531b9e944e660d0f3406cb6,tampines east mrt station,4377.9
faf52a52bd132b7db1e8957c093df7f7928a82d7e531b9e944e660d0f3406cb6,sengkang mrt station,3287.23
faf52a52bd132b7db1e8957c093df7f7928a82d7e531b9e944e660d0f3406cb6,punggol mrt station,3720.18
faf52a52bd132b7db1e8957c093df7f7928a82d7e531b9e944e660d0f3406cb6,punggol coast mrt station,4406.74
faf52a52bd132b7db1e8957c093df7f7928a82d7e531b9e944e660d0f3406cb6,pasir ris mrt station,3165.81
faf52a52bd132b7db1e8957c093df7f7928a82d7e531b9e944e660d0f3406cb6,kovan mrt station,4414.47
faf52a52bd132b7db1e8957c093df7f7928a82d7e531b9e944e660d0f3406cb6,kaki bukit mrt station,4843.14
faf52a52bd132b7db1e8957c093df7f7928a82d7e531b9e944e660d0f3406cb6,hougang mrt station,3254.67
faf52a52bd132b7db1e8957c093df7f7928a82d7e531b9e944e660d0f3406cb6,buangkok mrt station,3182.86
faf52a52bd132b7db1e8957c093df7f7928a82d7e531b9e944e660d0f3406cb6,bedok reservoir mrt station,4622.5
faf52a52bd132b7db1e8957c093df7f7928a82d7e531b9e944e660d0f3406cb6,bedok north mrt station,4672.32
fae2196f4478df2e6db208822870ef1fbd7ed6eae0ee15a1fac1cda893af3d12,tuas west road mrt station,1735.71
fae2196f4478df2e6db208822870ef1fbd7ed6eae0ee15a1fac1cda893af3d12,tuas link mrt station,2629.22
fae2196f4478df2e6db208822870ef1fbd7ed6eae0ee15a1fac1cda893af3d12,tuas crescent mrt station,2255.23
fae2196f4478df2e6db208822870ef1fbd7ed6eae0ee15a1fac1cda893af3d12,gul circle mrt station,3514.2
fad59fbd372474c10b84e636799a0779aaaa5365c15fde456127696827af0fae,yew tee mrt station,4454.19
fad59fbd372474c10b84e636799a0779aaaa5365c15fde456127696827af0fae,sixth avenue mrt station,4885.42
fad59fbd372474c10b84e636799a0779aaaa5365c15fde456127696827af0fae,king albert park mrt station,3877.78
fad59fbd372474c10b84e636799a0779aaaa5365c15fde456127696827af0fae,hillview mrt station,1339.62
fad59fbd372474c10b84e636799a0779aaaa5365c15fde456127696827af0fae,choa chu kang mrt station,3973.99
fad59fbd372474c10b84e636799a0779aaaa5365c15fde456127696827af0fae,cashew mrt station,1363.4
fad59fbd372474c10b84e636799a0779aaaa5365c15fde456127696827af0fae,bukit panjang mrt station,1954.01
fad59fbd372474c10b84e636799a0779aaaa5365c15fde456127696827af0fae,bukit gombak mrt station,3046.85
fad59fbd372474c10b84e636799a0779aaaa5365c15fde456127696827af0fae,bukit batok mrt station,3810.82
fad59fbd372474c10b84e636799a0779aaaa5365c15fde456127696827af0fae,beauty world mrt station,3191.74
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,tiong bahru mrt station,2267.29
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,telok blangah mrt station,3870.57
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,telok ayer mrt station,954.29
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,tanjong rhu mrt station,4096.5
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,tanjong pagar mrt station,265.63
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,stadium mrt station,4651.25
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,somerset mrt station,2895.09
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,shenton way mrt station,755.04
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,rochor mrt station,3366.5
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,redhill mrt station,3489.89
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,raffles place mrt station,1317.8
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,queenstown mrt station,4793.18
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,promenade mrt station,2735.6
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,prince edward road mrt station,348.53
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,outram park mrt station,783.33
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,orchard mrt station,3477.86
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,orchard boulevard mrt station,3825.43
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,nicoll highway mrt station,3514.79
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,newton mrt station,4228.03
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,napier mrt station,4540.73
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,maxwell mrt station,655.91
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,marina south pier mrt station,2055.91
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,marina south mrt station,2142.62
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,marina bay mrt station,1160.34
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,little india mrt station,3607.54
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,lavender mrt station,4163.62
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,labrador park mrt station,4647.2
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,keppel mrt station,1678.28
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,jalan besar mrt station,3592.4
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,havelock mrt station,1945.7
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,harbourfront mrt station,2734.14
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,great world mrt station,2441.45
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,gardens by the bay mrt station,2609.77
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,fort canning mrt station,1975.23
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,farrer park mrt station,4247.11
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,esplanade mrt station,2422.01
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,downtown mrt station,1088.01
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,dhoby ghaut mrt station,2670.48
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,clarke quay mrt station,1542.56
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,city hall mrt station,2224.59
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,chinatown mrt station,1066.11
fa295769bc3eb03771580fc6089c62b9151bced2fe7c33fa1346b5354d7d4067,cantonment mrt station,830.71
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,serangoon mrt station,4657.18
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,rochor mrt station,1276.03
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,raffles place mrt station,3032.42
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,promenade mrt station,1679.58
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,prince edward road mrt station,4337.36
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,potong pasir mrt station,2569.27
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,paya lebar mrt station,3377.06
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,outram park mrt station,4045.11
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,orchard mrt station,3472.99
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,orchard boulevard mrt station,4420.81
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,novena mrt station,2489.79
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,nicoll highway mrt station,1016.49
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,newton mrt station,2815.54
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,napier mrt station,4914.08
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,mountbatten mrt station,2187.69
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,mount pleasant mrt station,3828.27
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,maxwell mrt station,3797.6
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,mattar mrt station,2996.78
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,marine parade mrt station,4715.22
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,marina south pier mrt station,4192.91
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,marina south mrt station,3802.71
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,marina bay mrt station,3712.63
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,macpherson mrt station,3485.39
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,lorong chuan mrt station,4719.9
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,little india mrt station,1511.41
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,lavender mrt station,175.94
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,katong park mrt station,2835.7
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,kallang mrt station,968.54
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,jalan besar mrt station,959.39
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,havelock mrt station,3983.22
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,great world mrt station,3661.96
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,geylang bahru mrt station,1666.11
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,gardens by the bay mrt station,3402.78
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,fort canning mrt station,2767.16
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,farrer park mrt station,1115.66
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,eunos mrt station,4628.05
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,esplanade mrt station,1909.06
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,downtown mrt station,3454.04
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,dhoby ghaut mrt station,2170.75
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,dakota mrt station,2894.41
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,clarke quay mrt station,2922.33
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,city hall mrt station,2119.13
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,chinatown mrt station,3383.14
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,cantonment mrt station,4927.28
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,caldecott mrt station,4036.01
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,bukit brown mrt station,4526.65
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,bugis mrt station,1244.24
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,bras basah mrt station,1919.96
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,braddell mrt station,3927.9
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,boon keng mrt station,1161.28
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,bishan mrt station,4921.26
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,bendemeer mrt station,523.24
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,bencoolen mrt station,1796.64
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,bayfront mrt station,3025.58
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,bartley mrt station,4171.32
de5a3f1ef753afafd5ea6fbaac6651ee318a48e65282aeb02eb5d1e26499f985,aljunied mrt station,2358.9
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,woodleigh mrt station,3684.38
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,ubi mrt station,3181.39
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,toa payoh mrt station,4669.72
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,telok ayer mrt station,4598.5
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,tanjong rhu mrt station,1436.87
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,tanjong katong mrt station,2009.74
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,tai seng mrt station,3148.79
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,stadium mrt station,845.78
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,somerset mrt station,4765.21
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,shenton way mrt station,4768.62
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,serangoon mrt station,4736.82
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,rochor mrt station,3199.84
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,raffles place mrt station,4211.78
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,promenade mrt station,2771.55
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,potong pasir mrt station,2962.79
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,paya lebar mrt station,1623.57
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,novena mrt station,4404.52
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,nicoll highway mrt station,2145.3
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,newton mrt station,4847.05
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,mountbatten mrt station,205.86
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,mattar mrt station,2145.13
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,marine terrace mrt station,3779.43
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,marine parade mrt station,2691.52
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,marina south pier mrt station,4552.85
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,marina south mrt station,4149.4
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,marina bay mrt station,4501.74
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,macpherson mrt station,2239.04
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,little india mrt station,3521.76
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,lavender mrt station,2060.62
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,kembangan mrt station,3825.65
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,katong park mrt station,1191.23
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,kallang mrt station,1183.16
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,kaki bukit mrt station,4280.23
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,jalan besar mrt station,2904.27
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,geylang bahru mrt station,1859.64
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,gardens by the bay mrt station,3565.86
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,fort canning mrt station,4438.23
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,farrer park mrt station,3131.16
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,eunos mrt station,2790.24
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,esplanade mrt station,3297.26
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,downtown mrt station,4437.96
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,dhoby ghaut mrt station,4010.21
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,dakota mrt station,872.74
ddff7f557d4c2e6411e40d572129df01ba00d64a9a0f1fbe7cce424445769bee,clarke quay mrt station,4409.11
c5ed2e82301bfd91ce6534a4bb6ebfa333bb92ae661013dd4ade528eee5cb14c,siglap mrt station,1635.11
c5ed2e82301bfd91ce6534a4bb6ebfa333bb92ae661013dd4ade528eee5cb14c,paya lebar mrt station,4095.52
c5ed2e82301bfd91ce6534a4bb6ebfa333bb92ae661013dd4ade528eee5cb14c,marine terrace mrt station,2530.71
c5ed2e82301bfd91ce6534a4bb6ebfa333bb92ae661013dd4ade528eee5cb14c,marine parade mrt station,3648.15
c5ed2e82301bfd91ce6534a4bb6ebfa333bb92ae661013dd4ade528eee5cb14c,macpherson mrt station,4328.12
c5ed2e82301bfd91ce6534a4bb6ebfa333bb92ae661013dd4ade528eee5cb14c,kembangan mrt station,1861.69
c5ed2e82301bfd91ce6534a4bb6ebfa333bb92ae661013dd4ade528eee5cb14c,kaki bukit mrt station,2574.62
c5ed2e82301bfd91ce6534a4bb6ebfa333bb92ae661013dd4ade528eee5cb14c,expo mrt station,3752.32
c5ed2e82301bfd91ce6534a4bb6ebfa333bb92ae661013dd4ade528eee5cb14c,eunos mrt station,2949.5
c5ed2e82301bfd91ce6534a4bb6ebfa333bb92ae661013dd4ade528eee5cb14c,dakota mrt station,4819.85
c5ed2e82301bfd91ce6534a4bb6ebfa333bb92ae661013dd4ade528eee5cb14c,bedok south mrt station,2370.36
c5ed2e82301bfd91ce6534a4bb6ebfa333bb92ae661013dd4ade528eee5cb14c,bedok reservoir mrt station,1349.55
c5ed2e82301bfd91ce6534a4bb6ebfa333bb92ae661013dd4ade528eee5cb14c,bedok north mrt station,1670.6
c5ed2e82301bfd91ce6534a4bb6ebfa333bb92ae661013dd4ade528eee5cb14c,bedok mrt station,119.33
c5ed2e82301bfd91ce6534a4bb6ebfa333bb92ae661013dd4ade528eee5cb14c,bayshore mrt station,1941.37
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,woodleigh mrt station,896.11
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,upper thomson mrt station,4662.29
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,ubi mrt station,3468.18
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,toa payoh mrt station,2295.74
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,tanjong rhu mrt station,3844.41
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,tanjong katong mrt station,4828.85
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,tai seng mrt station,2292.11
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,stevens mrt station,4852.36
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,stadium mrt station,3279.2
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,somerset mrt station,4733.33
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,serangoon mrt station,2097.0
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,rochor mrt station,3507.03
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,promenade mrt station,4242.09
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,potong pasir mrt station,107.9
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,paya lebar mrt station,3119.78
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,novena mrt station,2968.45
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,nicoll highway mrt station,3550.55
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,newton mrt station,3900.12
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,mountbatten mrt station,3231.07
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,mount pleasant mrt station,3733.9
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,mattar mrt station,1763.21
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,marymount mrt station,3712.43
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,macpherson mrt station,2433.53
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,lorong chuan mrt station,2260.38
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,little india mrt station,3422.7
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,lavender mrt station,2739.17
c3c0a3ea36d512cad1b7bdc53f7fb4bf46dcdd2585d1053efd7a311fe763521f,kovan mrt station,3684.74
