poi_name,poi_type,poi_subtype,poi_lat,poi_long,location_poi_dwid,town
45381 (bus stop),transportation,bus stop,1.40082361833926,103.747421154508,43981f9df849228d1312b633cd42c466,choa chu kang
45321 (bus stop),transportation,bus stop,1.397402697,103.7475549,c9aee3a4e44127dbbeda655a9c061a44,choa chu kang
44109 (bus stop),transportation,bus stop,1.37717768070212,103.747621712519,45221422e512219b9074ef23889b7732,choa chu kang
45411 (bus stop),transportation,bus stop,1.40351451782919,103.747673479442,701bd79e09677f077b13cc0ea1097c54,choa chu kang
45329 (bus stop),transportation,bus stop,1.39743803960414,103.74786507364,19ff2607df40013b62d13cd2399df986,choa chu kang
44471 (bus stop),transportation,bus stop,1.38047037154081,103.748023156405,68398210db45a63daddd5ec4df97e513,choa chu kang
44479 (bus stop),transportation,bus stop,1.38047930426657,103.748281698948,ecd24021435e0d10c7d8ccbb53548b10,choa chu kang
44391 (bus stop),transportation,bus stop,1.38288970860271,103.748310302794,287bbcff97b534658d060fc0618f3af6,choa chu kang
44889 (bus stop),transportation,bus stop,1.37559997439901,103.748398512868,37aa02503d5381d89aa05575cf69442b,choa chu kang
44881 (bus stop),transportation,bus stop,1.37573320763016,103.748420030711,c946afb96d71a08a72d89cb3121c71e5,choa chu kang
45419 (bus stop),transportation,bus stop,1.4031383709377,103.748489634938,18d94be46b4e450f51c04c11d3503151,choa chu kang
44399 (bus stop),transportation,bus stop,1.38303423230358,103.748562849879,2cd6a6c6d92ea7c621ff1fabaea223bd,choa chu kang
44891 (bus stop),transportation,bus stop,1.374090095,103.7493016,8931b7c03cdf3e4d8b2bf02f25a751e5,choa chu kang
44119 (bus stop),transportation,bus stop,1.38048445559183,103.74930565792,97f3d8af2a0eda45179481bf5c9a271f,choa chu kang
45359 (bus stop),transportation,bus stop,1.3961857101002,103.749446083732,7dc98194971747ad4010b11273bbddda,choa chu kang
45351 (bus stop),transportation,bus stop,1.39635349177347,103.749479022403,9766fe51fe0c3ce82ec51a3e2db91b4f,choa chu kang
44899 (bus stop),transportation,bus stop,1.37432287095436,103.749499895649,de85fa80e8f588ebd807712f635d2964,choa chu kang
45391 (bus stop),transportation,bus stop,1.40014292883577,103.749705428247,9dd6743f7ce9d46f008c164f6dc2b79f,choa chu kang
44111 (bus stop),transportation,bus stop,1.38094121384378,103.749752241904,54422f4cb33167f72f5e32359fc62bd6,choa chu kang
45399 (bus stop),transportation,bus stop,1.39984083306712,103.7499127781,e68cfa2c99c3c9a3821cf3e8e80664db,choa chu kang
45429 (bus stop),transportation,bus stop,1.40272423999827,103.750018729722,a01fca070fed4bb8ededdc359aaf6c23,choa chu kang
45361 (bus stop),transportation,bus stop,1.39239930684117,103.750020057187,227e22755f6786dfb4523c7e112ad446,choa chu kang
45421 (bus stop),transportation,bus stop,1.40274884909739,103.750509251646,e8501acebb6be89206ec6a99bc20cc99,choa chu kang
45431 (bus stop),transportation,bus stop,1.40066283701942,103.750853725596,7714f29d142bbcb432423eae66ea5db8,choa chu kang
45439 (bus stop),transportation,bus stop,1.40127194405421,103.751155277875,390fcceb834eac4811cfb00896e376f3,choa chu kang
44299 (bus stop),transportation,bus stop,1.38177250008225,103.751313332957,2eed6087d45c5a05367c3bb335df53fa,choa chu kang
44291 (bus stop),transportation,bus stop,1.38151999992977,103.751401110979,a17033a1db31b6bb313f028b3cf4b5bc,choa chu kang
45379 (bus stop),transportation,bus stop,1.39469439731203,103.751873095145,eca52fb103baebaa13abfac5678ceacb,choa chu kang
45371 (bus stop),transportation,bus stop,1.395335871,103.7519373,c72fdca178112f3e6ab22a6759e41bfe,choa chu kang
prime supermarket (1996) pte ltd,market,,1.38079049641025,103.75195441174,eb558c4ca1275347a6a3b3b154b4ea83,choa chu kang
45489 (bus stop),transportation,bus stop,1.39379176002403,103.75199938002,8263b71a419ef738febd1e2847bf876f,choa chu kang
ntuc fairprice co-operative ltd,market,,1.38003058296689,103.753118410312,af0fb31b8b47ea26dad61d41f803f3e5,choa chu kang
44411 (bus stop),transportation,bus stop,1.37852555594979,103.753229999913,ef29ab720e9b15062d6691970852bfcb,choa chu kang
44289 (bus stop),transportation,bus stop,1.3814014802981,103.753802666483,062a7c6a63f861fe02c0ec34323d7f61,choa chu kang
sheng siong supermarket pte ltd,market,,1.37829768797221,103.754071398872,58301394d8518f97c941748066f82cd0,choa chu kang
44281 (bus stop),transportation,bus stop,1.38104915807489,103.754227407821,1e590d93ddb1e353a60210ca66184918,choa chu kang
44421 (bus stop),transportation,bus stop,1.37820805592875,103.755084443983,5e68b7f7d0f9d2167f05c146a17c18fb,choa chu kang
44271 (bus stop),transportation,bus stop,1.37867114725204,103.756147748077,c0a4c22425d1f67fcd55ed6c1c6e4950,choa chu kang
44279 (bus stop),transportation,bus stop,1.37910867690107,103.756354599473,c5d2c9898195ef69585027e8092f6596,choa chu kang
cold storage singapore (1983) pte ltd,market,,1.38052136831842,103.760059425997,c9a0fb4eab55d6df0ede185bc282c624,choa chu kang
20331 (bus stop),transportation,bus stop,1.31329138894784,103.749263332968,76cf7e9efb9bda39703729b7e7c06dc6,clementi
20341 (bus stop),transportation,bus stop,1.31186472203594,103.750473332978,9359015c6be5dc49dbd9dd31902722ba,clementi
20329 (bus stop),transportation,bus stop,1.31503304622782,103.7510206609,1d9b8c1ff91e6edb8aeeab95fbd13d56,clementi
20319 (bus stop),transportation,bus stop,1.31259468487034,103.752844212938,aa2aa22af73286fe663637ad423284a8,clementi
20309 (bus stop),transportation,bus stop,1.31062303123666,103.754037661702,f40db6d669bf2fbb35a0c3b44378cc99,clementi
23071 (bus stop),transportation,bus stop,1.32977056013578,103.682577960207,e024ba91aead7c023b4964dba3651edb,pioneer
23199 (bus stop),transportation,bus stop,1.319512645,103.6831235,a9094aeb52ca6ce84b055fa5360da9e7,pioneer
23191 (bus stop),transportation,bus stop,1.319661456,103.6836277,634a91c076bdf35bc74c5bc2ac0fd2f1,pioneer
23141 (bus stop),transportation,bus stop,1.32666880685754,103.684015061442,06ba6c0ea525f587c0159452921b275d,pioneer
23131 (bus stop),transportation,bus stop,1.32537111107894,103.684046944028,d147eb91003330d6c02f199e2143331c,pioneer
23139 (bus stop),transportation,bus stop,1.32517166702284,103.684147778085,c2bc1dd994a7122cd66821873166cb03,pioneer
23129 (bus stop),transportation,bus stop,1.324680967,103.6855876,e77ea63525e9029bd845722095046ba7,pioneer
23121 (bus stop),transportation,bus stop,1.32454951878936,103.68564634652,1ef6f9a86807096acb8d4997fd5ef8ae,pioneer
23209 (bus stop),transportation,bus stop,1.31950327084825,103.685776142568,b187c61fb0d4ef24160f361876e2658a,pioneer
23201 (bus stop),transportation,bus stop,1.31964589944353,103.686285526468,2c1f1ef11f07b62a534991d244bd9e0b,pioneer
23061 (bus stop),transportation,bus stop,1.329527778,103.6865222,958c6a73113d0b03102762a4ad0cb6b1,pioneer
23059 (bus stop),transportation,bus stop,1.33071284660508,103.688137598333,d598d1668100f0b2e673ca10a0ee26bf,pioneer
23111 (bus stop),transportation,bus stop,1.324546667,103.6883647,1dd3cbef71343c2247249717edb3633a,pioneer
23119 (bus stop),transportation,bus stop,1.324675615,103.6884774,c954fb1b02696bc59d8ff9c2470195e5,pioneer
23219 (bus stop),transportation,bus stop,1.31832727349452,103.688525286362,420a4ffb9dc0a571ee75d20aadf75297,pioneer
23211 (bus stop),transportation,bus stop,1.31792061901042,103.68920471842,53f5e737062550969c5ea50e711c1661,pioneer
23051 (bus stop),transportation,bus stop,1.3316897219889,103.689281388851,074acfb4af30326842c29c668c313d7c,pioneer
23041 (bus stop),transportation,bus stop,1.33334088678103,103.690559672102,5a96349b38eb81426441df05fe83cc2f,pioneer
23109 (bus stop),transportation,bus stop,1.32468138889206,103.69068388892,36b749be16fb5235913db99320aa8ae9,pioneer
23101 (bus stop),transportation,bus stop,1.32453472201302,103.690913332863,3291128b2ec3ee722ddb0efc2a90e164,pioneer
27321 (bus stop),transportation,bus stop,1.34403944386003,103.691730832933,121b6578e402ce0336f230d971c7edca,pioneer
27329 (bus stop),transportation,bus stop,1.34404249996427,103.691864999862,4a380556bcb595631eaf00161017de13,pioneer
23091 (bus stop),transportation,bus stop,1.32451861645876,103.692762278803,04f5e8378f673dbca8b68ad587932694,pioneer
23099 (bus stop),transportation,bus stop,1.32467117165217,103.692861427592,733e4ac47d309ee47982ee71575c6801,pioneer
22479 (bus stop),transportation,bus stop,1.33474242474187,103.693102645977,7e418d6527e3cd7882c320074e3ca10a,pioneer
27309 (bus stop),transportation,bus stop,1.341070469,103.6942654,e799a2505d0fbe80204bae6f39dc524f,pioneer
27301 (bus stop),transportation,bus stop,1.34045284976239,103.694397841754,590eeb9c9c3728b6e32bc4c9e77569d7,pioneer
